areacode/城市ID,province_geocode,province,city_geocode,city,district_geocode,district,eng,pinyin,lon,lat,exclude（是否为地级市）
101010900,110000,北京市,110100,北京市,110106,丰台,fengtai,fengtai,116.286968,39.863642,0
101011000,110000,北京市,110100,北京市,110107,石景山,shijingshan,shijingshan,116.195445,39.914601,0
101011400,110000,北京市,110100,北京市,110109,门头沟,mentougou,mentougou,116.105381,39.937183,0
101011200,110000,北京市,110100,北京市,110111,房山,fangshan,fangshan,116.139157,39.735535,0
101010600,110000,北京市,110100,北京市,110112,通州,tongzhou,tongzhou,116.658603,39.902486,0
101010700,110000,北京市,110100,北京市,110114,昌平,Changping,changping,116.235906,40.218085,0
101010500,110000,北京市,110100,北京市,110116,怀柔,Huairou,huairou,116.637122,40.324272,0
101011500,110000,北京市,110100,北京市,110117,平谷,pinggu,pinggu,117.112335,40.144783,0
101011300,110000,北京市,110100,北京市,110118,密云,Miyun,miyun,116.843352,40.377362,0
101010800,110000,北京市,110100,北京市,110119,延庆,yanqing,yanqing,115.985006,40.465325,0
101011600,110000,北京市,110100,北京市,110101,东城,dongcheng,dongcheng,116.4227,39.9346,0
101010300,110000,北京市,110100,北京市,110105,朝阳,chaoyang,chaoyang,116.4879,39.9516,0
101010200,110000,北京市,110100,北京市,110108,海淀,haidian,haidian,116.3169,39.9995,0
101010400,110000,北京市,110100,北京市,110113,顺义,Shunyi,shunyi,116.6575,40.1335,0
101011100,110000,北京市,110100,北京市,110115,大兴,Daxing,daxing,116.3479,39.7329,0
101010100,110000,北京市,110100,北京市,110100,北京,Beijing,beijing,116.4033,39.9238,1
101011700,110000,北京市,110100,北京市,110102,西城,xicheng,xicheng,116.3723,39.9185,0
101030800,120000,天津市,120100,天津市,120101,和平区,Heping District ,hepingqu,117.195907,39.118327,0
101031200,120000,天津市,120100,天津市,120102,河东区,Hedong District ,hedongqu,117.226568,39.122125,0
101031300,120000,天津市,120100,天津市,120103,河西区,Hexi District ,hexiqu,117.217536,39.101897,0
101031500,120000,天津市,120100,天津市,120104,南开区,Nankai District ,nankaiqu,117.164143,39.120474,0
101031600,120000,天津市,120100,天津市,120105,河北区,Hebei District ,hebeiqu,117.201569,39.156632,0
101031700,120000,天津市,120100,天津市,120106,红桥区,Hongqiao District ,hongqiaoqu,117.163301,39.175066,0
101030400,120000,天津市,120100,天津市,120110,东丽区,Dongli District ,dongliqu,117.313967,39.087764,0
101030500,120000,天津市,120100,天津市,120111,西青区,xiqing District ,xiqingqu,117.012247,39.139446,0
101031000,120000,天津市,120100,天津市,120112,津南区,Jinnan District ,jinnanqu,117.382549,38.989577,0
101030600,120000,天津市,120100,天津市,120113,北辰区,beichen District ,beichenqu,117.13482,39.225555,0
101030200,120000,天津市,120100,天津市,120114,武清区,wuqing District ,wuqingqu,117.057959,39.376925,0
101030300,120000,天津市,120100,天津市,120115,宝坻区,baodi District ,baodiqu,117.308094,39.716965,0
101031100,120000,天津市,120100,天津市,120116,滨海新区,Binhai New District ,binhaixinqu,117.654173,39.032846,0
101030700,120000,天津市,120100,天津市,120117,宁河区,Ninghe District ,ninghequ,117.82828,39.328886,0
101030100,120000,天津市,120100,天津市,120100,天津,Tianjin,tianjin,117.208,39.091,1
101030900,120000,天津市,120100,天津市,120118,静海区,Jinghai District,jinghaiqu,116.925304,38.935671,0
101031400,120000,天津市,120100,天津市,120119,蓟州区,Jizhou District ,jizhouqu,117.407449,40.045342,0
101090119,130000,河北省,130100,石家庄市,130102,长安区,Chang'an District ,changanqu,114.548151,38.047501,0
101090120,130000,河北省,130100,石家庄市,130104,桥西区,Qiaoxi District ,qiaoxiqu,114.462931,38.028383,0
101090121,130000,河北省,130100,石家庄市,130105,新华区,Xinhua District,Xinhuaqu,114.465974,38.067142,0
101090122,130000,河北省,130100,石家庄市,130107,井陉矿区,Jingxing Mining Area,Jingxingkuangqu,114.058178,38.069748,0
101090123,130000,河北省,130100,石家庄市,130108,裕华,Yuhua District,Yuhuaqu,114.533257,38.027696,0
101090115,130000,河北省,130100,石家庄市,130109,藁城,gaocheng,gaocheng,114.849647,38.033767,0
101090118,130000,河北省,130100,石家庄市,130110,鹿泉,luquan,luquan,114.321023,38.093994,0
101090104,130000,河北省,130100,石家庄市,130111,栾城,Luancheng,luancheng,114.654281,37.886911,0
101090102,130000,河北省,130100,石家庄市,130121,井陉,jingxing,jingxing,114.144488,38.033614,0
101090103,130000,河北省,130100,石家庄市,130123,正定,Zhengding,zhengding,114.569887,38.147835,0
101090105,130000,河北省,130100,石家庄市,130125,行唐,xingtang,xingtang,114.552734,38.437422,0
101090106,130000,河北省,130100,石家庄市,130126,灵寿,lingshou,lingshou,114.37946,38.306546,0
101090107,130000,河北省,130100,石家庄市,130127,高邑,gaoyi,gaoyi,114.610699,37.605714,0
101090108,130000,河北省,130100,石家庄市,130128,深泽,shenze,shenze,115.200207,38.18454,0
101090109,130000,河北省,130100,石家庄市,130129,赞皇,zanhuang,zanhuang,114.387756,37.660199,0
101090110,130000,河北省,130100,石家庄市,130130,无极,wuji,wuji,114.977845,38.176376,0
101090111,130000,河北省,130100,石家庄市,130131,平山,pingshan,pingshan,114.184144,38.259311,0
101090112,130000,河北省,130100,石家庄市,130132,元氏,yuanshi,yuanshi,114.52618,37.762514,0
101090113,130000,河北省,130100,石家庄市,130133,赵县,zhaoxian,zhaoxian,114.775362,37.754341,0
101090114,130000,河北省,130100,石家庄市,130181,辛集,xinji,xinji,115.217451,37.92904,0
101090116,130000,河北省,130100,石家庄市,130183,晋州,jinzhou,jinzhou,115.044886,38.027478,0
101090117,130000,河北省,130100,石家庄市,130184,新乐,xinle,xinle,114.68578,38.344768,0
101090501,130000,河北省,130200,唐山市,130200,唐山,Tangshan,tangshan,118.175393,39.635113,1
101090513,130000,河北省,130200,唐山市,130202,路南区,Lunan District,lunanqu,118.210821,39.615162,0
101090514,130000,河北省,130200,唐山市,130203,路北区,Lubei District,lubeiqu,118.174736,39.628538,0
101090515,130000,河北省,130200,唐山市,130204,古冶,Guye District,Guye,118.45429,39.715736,0
101090516,130000,河北省,130200,唐山市,130205,开平区,Kaiping District,Kaipingqu,118.264425,39.676171,0
101090502,130000,河北省,130200,唐山市,130207,丰南,fengnan,fengnan,118.110793,39.56303,0
101090503,130000,河北省,130200,唐山市,130208,丰润,Fengrun,fengrun,118.155779,39.831363,0
101090509,130000,河北省,130200,唐山市,130209,曹妃甸,Caofeidian,Caofeidian,118.446585,39.278277,0
101090505,130000,河北省,130200,唐山市,130224,滦南,luannan,luannan,118.681552,39.506201,0
101090506,130000,河北省,130200,唐山市,130225,乐亭,laoting,laoting,118.905341,39.42813,0
101090507,130000,河北省,130200,唐山市,130227,迁西,qianxi,qianxi,118.305139,40.146238,0
101090508,130000,河北省,130200,唐山市,130229,玉田,yutian,yutian,117.753665,39.887323,0
101090510,130000,河北省,130200,唐山市,130281,遵化,zunhua,zunhua,117.965875,40.188616,0
101090511,130000,河北省,130200,唐山市,130283,迁安,qianan,qianan,118.701933,40.012108,0
101090530,130000,河北省,130200,唐山市,130284,滦州,Luanzhou,Luanzhou,118.71048,39.747116,0
101091101,130000,河北省,130300,秦皇岛市,130300,秦皇岛,Qinhuangdao,qinhuangdao,119.586579,39.942531,1
101091107,130000,河北省,130300,秦皇岛市,130302,海港区,Haigang District,haigangqu,119.596224,39.943458,0
101091108,130000,河北省,130300,秦皇岛市,130303,山海关,shanhaiguan district,shanhaiguan,119.753591,39.998023,0
101091106,130000,河北省,130300,秦皇岛市,130304,北戴河,beidaihe,beidaihe,119.486286,39.825121,0
101091104,130000,河北省,130300,秦皇岛市,130306,抚宁,funing,funing,119.240651,39.887053,0
101091102,130000,河北省,130300,秦皇岛市,130321,青龙,qinglong,qinglong,118.954555,40.406023,0
101091103,130000,河北省,130300,秦皇岛市,130322,昌黎,Changli,changli,119.164541,39.709729,0
101091105,130000,河北省,130300,秦皇岛市,130324,卢龙,lulong,lulong,118.881809,39.891639,0
101091001,130000,河北省,130400,邯郸市,130400,邯郸,handan,handan,114.490686,36.612273,1
101091017,130000,河北省,130400,邯郸市,130402,邯山区,Hanshan District,hanshanqu,114.484989,36.603196,0
101091018,130000,河北省,130400,邯郸市,130403,丛台区,congtai district,congtaiqu,114.494703,36.611082,0
101091019,130000,河北省,130400,邯郸市,130404,复兴区,fuxing,fuxingqu,114.458242,36.615484,0
101091002,130000,河北省,130400,邯郸市,130406,峰峰,fengfeng,fengfeng,114.209936,36.420487,0
101091008,130000,河北省,130400,邯郸市,130407,肥乡,feixiang,feixiang,114.805154,36.555778,0
101091009,130000,河北省,130400,邯郸市,130408,永年,yongnian,yongnian,114.496162,36.776413,0
101091003,130000,河北省,130400,邯郸市,130423,临漳,linzhang,linzhang,114.610703,36.337604,0
101091004,130000,河北省,130400,邯郸市,130424,成安,chengan,chengan,114.680356,36.443832,0
101091005,130000,河北省,130400,邯郸市,130425,大名,daming,daming,115.152586,36.283316,0
101091006,130000,河北省,130400,邯郸市,130426,涉县,shexian,shexian,113.673297,36.563143,0
101091007,130000,河北省,130400,邯郸市,130427,磁县,cixian,cixian,114.38208,36.367673,0
101091010,130000,河北省,130400,邯郸市,130430,邱县,qiuxian,qiuxian,115.168584,36.81325,0
101091011,130000,河北省,130400,邯郸市,130431,鸡泽,jize,jize,114.878517,36.914908,0
101091012,130000,河北省,130400,邯郸市,130432,广平,guangping,guangping,114.950859,36.483603,0
101091013,130000,河北省,130400,邯郸市,130433,馆陶,guantao,guantao,115.289057,36.539461,0
101091014,130000,河北省,130400,邯郸市,130434,魏县,weixian,weixian,114.93411,36.354248,0
101091015,130000,河北省,130400,邯郸市,130435,曲周,quzhou,quzhou,114.957588,36.773398,0
101091016,130000,河北省,130400,邯郸市,130481,武安,wuan,wuan,114.194581,36.696115,0
101090901,130000,河北省,130500,邢台市,130500,邢台,Xingtai,xingtai,114.561132,37.05073,1
101090902,130000,河北省,130500,邢台市,130522,临城,lincheng,lincheng,114.506873,37.444009,0
101090904,130000,河北省,130500,邢台市,130523,内丘,neiqiu,neiqiu,114.511523,37.287663,0
101090905,130000,河北省,130500,邢台市,130524,柏乡,baixiang,baixiang,114.693382,37.483596,0
101090906,130000,河北省,130500,邢台市,130525,隆尧,longyao,longyao,114.776348,37.350925,0
101090908,130000,河北省,130500,邢台市,130528,宁晋,ningjin,ningjin,114.921027,37.618956,0
101090909,130000,河北省,130500,邢台市,130529,巨鹿,julu,julu,115.038782,37.21768,0
101090910,130000,河北省,130500,邢台市,130530,新河,xinhe,xinhe,115.247537,37.526216,0
101090911,130000,河北省,130500,邢台市,130531,广宗,guangzong,guangzong,115.142797,37.075548,0
101090912,130000,河北省,130500,邢台市,130532,平乡,pingxiang,pingxiang,115.029218,37.069404,0
101090913,130000,河北省,130500,邢台市,130533,威县,weixian,weixian,115.272749,36.983272,0
101090914,130000,河北省,130500,邢台市,130534,清河,qinghe,qinghe,115.668999,37.059991,0
101090915,130000,河北省,130500,邢台市,130535,临西,linxi,linxi,115.498684,36.8642,0
101090916,130000,河北省,130500,邢台市,130581,南宫,nangong,nangong,115.398102,37.359668,0
101090917,130000,河北省,130500,邢台市,130582,沙河,shahe,shahe,114.504902,36.861903,0
101090201,130000,河北省,130600,保定市,130600,保定,Baoding,baoding,115.482331,38.867657,1
101090208,130000,河北省,130600,保定市,130602,竞秀,jingxiu ,jingxiu,115.470659,38.88662,0
101090213,130000,河北省,130600,保定市,130606,莲池,lianchi,lianchi,115.500934,38.865005,0
101090202,130000,河北省,130600,保定市,130607,满城,mancheng,mancheng,115.32442,38.95138,0
101090224,130000,河北省,130600,保定市,130608,清苑,qingyuan,qingyuan,115.492221,38.771012,0
101090204,130000,河北省,130600,保定市,130609,徐水,xushui,xushui,115.64941,39.020395,0
101090222,130000,河北省,130600,保定市,130623,涞水,laishui,laishui,115.711985,39.393148,0
101090203,130000,河北省,130600,保定市,130624,阜平,fuping,fuping,114.198801,38.847276,0
101090223,130000,河北省,130600,保定市,130626,定兴,dingxing,dingxing,115.796895,39.266195,0
101090205,130000,河北省,130600,保定市,130627,唐县,tangxian,tangxian,114.981241,38.748542,0
101090206,130000,河北省,130600,保定市,130628,高阳,gaoyang,gaoyang,115.778878,38.690092,0
101091202,130000,河北省,130600,保定市,130629,容城,rongcheng,rongcheng,115.866247,39.05282,0
101090209,130000,河北省,130600,保定市,130630,涞源,laiyuan,laiyuan,114.692567,39.35755,0
101090210,130000,河北省,130600,保定市,130631,望都,wangdu,wangdu,115.154009,38.707448,0
101091203,130000,河北省,130600,保定市,130632,安新,anxin,anxin,115.931979,38.929912,0
101090919,130000,河北省,130500,邢台市,130503,信都区,Xindu District,xinduqu,114.473687,37.068009,0
101090212,130000,河北省,130600,保定市,130633,易县,yixian,yixian,115.501146,39.35297,0
101090214,130000,河北省,130600,保定市,130634,曲阳,quyang,quyang,114.704055,38.619992,0
101090215,130000,河北省,130600,保定市,130635,蠡县,lixian,lixian,115.583631,38.496429,0
101090216,130000,河北省,130600,保定市,130636,顺平,shunping,shunping,115.132749,38.845127,0
101090225,130000,河北省,130600,保定市,130637,博野,boye,boye,115.461798,38.458271,0
101091204,130000,河北省,130600,保定市,130638,雄县,xiong county,xiongxian,116.107474,38.990819,0
101090218,130000,河北省,130600,保定市,130681,涿州,Zhuozhou,zhuozhou,115.973409,39.485765,0
101090219,130000,河北省,130600,保定市,130682,定州,dingzhou,dingzhou,114.991389,38.517602,0
101090220,130000,河北省,130600,保定市,130683,安国,anguo,anguo,115.33141,38.421367,0
101090221,130000,河北省,130600,保定市,130684,高碑店,gaobeidian,gaobeidian,115.882704,39.327689,0
101090301,130000,河北省,130700,张家口市,130700,张家口,Zhangjiakou,zhangjiakou,114.884091,40.811901,1
101090315,130000,河北省,130700,张家口市,130702,桥东区,qiaodong District,qiaodongqu,114.885658,40.813875,0
101090316,130000,河北省,130700,张家口市,130703,桥西区,qiaoxi District,qiaoxiqu,114.882127,40.824385,0
101090302,130000,河北省,130700,张家口市,130705,宣化,Xuanhua,xuanhua,115.0632,40.609368,0
101090317,130000,河北省,130700,张家口市,130706,下花园,xiahuayuan,xiahuayuan,114.9194,40.7694,0
101090310,130000,河北省,130700,张家口市,130708,万全,wanquan,wanquan,114.736131,40.765136,0
101090314,130000,河北省,130700,张家口市,130709,崇礼,chongli,chongli,115.281652,40.971302,0
101090303,130000,河北省,130700,张家口市,130722,张北,zhangbei,zhangbei,114.715951,41.151713,0
101090304,130000,河北省,130700,张家口市,130723,康保,kangbao,kangbao,114.615809,41.850046,0
101090305,130000,河北省,130700,张家口市,130724,沽源,guyuan,guyuan,115.684836,41.667419,0
101090306,130000,河北省,130700,张家口市,130725,尚义,shangyi,shangyi,113.977713,41.080091,0
101090307,130000,河北省,130700,张家口市,130726,蔚县,yuxian,yuxian,114.582695,39.837181,0
101090308,130000,河北省,130700,张家口市,130727,阳原,yangyuan,yangyuan,114.167343,40.113419,0
101090309,130000,河北省,130700,张家口市,130728,怀安,huaian,huaian,114.422364,40.671274,0
101090311,130000,河北省,130700,张家口市,130730,怀来,huailai,huailai,115.520846,40.405405,0
101090312,130000,河北省,130700,张家口市,130731,涿鹿,zhuolu,zhuolu,115.219246,40.378701,0
101090313,130000,河北省,130700,张家口市,130732,赤城,chicheng,chicheng,115.832708,40.912081,0
101090402,130000,河北省,130800,承德市,130800,承德,Chengde,chengde,117.939152,40.976204,1
101090401,130000,河北省,130800,承德市,130802,双桥,shuangqiao,shuangqiao,117.939152,40.976204,0
101090411,130000,河北省,130800,承德市,130803,双滦,shuangluan,shuangluan,117.797485,40.959756,0
101090412,130000,河北省,130800,承德市,130804,鹰手营子,Yingshouyingzi mining area,yingshouyingzi,117.661154,40.546956,0
101090403,130000,河北省,130800,承德市,130821,承德县,chengdexian,chengdexian,118.172496,40.768637,0
101090404,130000,河北省,130800,承德市,130822,兴隆,xinglong,xinglong,117.507098,40.418525,0
101090406,130000,河北省,130800,承德市,130824,滦平,luanping,luanping,117.337124,40.936644,0
101090407,130000,河北省,130800,承德市,130825,隆化,longhua,longhua,117.736343,41.316667,0
101090408,130000,河北省,130800,承德市,130826,丰宁,fengning,fengning,116.65121,41.209903,0
101090409,130000,河北省,130800,承德市,130827,宽城,kuancheng,kuancheng,118.488642,40.607981,0
101090410,130000,河北省,130800,承德市,130828,围场,Weichang,weichang,117.764086,41.949404,0
101090405,130000,河北省,130800,承德市,130881,平泉,pingquan,pingquan,118.690238,41.00561,0
101090701,130000,河北省,130900,沧州市,130900,沧州,cangzhou,cangzhou,116.857461,38.310582,1
101090715,130000,河北省,130900,沧州市,130902,新华区,Xinhua District,Xinhuaqu,116.873049,38.308273,0
101090717,130000,河北省,130900,沧州市,130903,运河,yunhe,yunhe,116.840063,38.307405,0
101090716,130000,河北省,130900,沧州市,130921,沧县,cangxian,cangxian,117.007478,38.219856,0
101090702,130000,河北省,130900,沧州市,130922,青县,qingxian,qingxian,116.838384,38.569646,0
101090703,130000,河北省,130900,沧州市,130923,东光,dongguang,dongguang,116.542062,37.88655,0
101090704,130000,河北省,130900,沧州市,130924,海兴,haixing,haixing,117.496606,38.141582,0
101090705,130000,河北省,130900,沧州市,130925,盐山,yanshan,yanshan,117.229814,38.056141,0
101090706,130000,河北省,130900,沧州市,130926,肃宁,suning,suning,115.835856,38.427102,0
101090707,130000,河北省,130900,沧州市,130927,南皮,nanpi,nanpi,116.709171,38.042439,0
101090708,130000,河北省,130900,沧州市,130928,吴桥,wuqiao,wuqiao,116.391512,37.628182,0
101090709,130000,河北省,130900,沧州市,130929,献县,xianxian,xianxian,116.123844,38.189661,0
101090710,130000,河北省,130900,沧州市,130930,孟村,mengcun,mengcun,117.105104,38.057953,0
101090711,130000,河北省,130900,沧州市,130981,泊头,botou,botou,116.570163,38.073479,0
101090712,130000,河北省,130900,沧州市,130982,任丘,Renqiu,renqiu,116.106764,38.706513,0
101090713,130000,河北省,130900,沧州市,130983,黄骅,huanghua,huanghua,117.343803,38.369238,0
101090714,130000,河北省,130900,沧州市,130984,河间,hejian,hejian,116.089452,38.44149,0
101090601,130000,河北省,131000,廊坊市,131000,廊坊,Langfang,langfang,116.704441,39.523927,1
101090610,130000,河北省,131000,廊坊市,131002,安次,anci,anci,116.694544,39.502569,0
101090611,130000,河北省,131000,廊坊市,131003,广阳,guangyang,guangyang,116.713708,39.521931,0
101090602,130000,河北省,131000,廊坊市,131022,固安,guan,guan,116.299894,39.436468,0
101090603,130000,河北省,131000,廊坊市,131023,永清,yongqing,yongqing,116.498089,39.319717,0
101090604,130000,河北省,131000,廊坊市,131024,香河,xianghe,xianghe,117.007161,39.757212,0
101090605,130000,河北省,131000,廊坊市,131025,大城,dacheng,dacheng,116.640735,38.699215,0
101090606,130000,河北省,131000,廊坊市,131026,文安,wenan,wenan,116.460107,38.866801,0
101090607,130000,河北省,131000,廊坊市,131028,大厂,dachang,dachang,116.986501,39.889266,0
101090608,130000,河北省,131000,廊坊市,131081,霸州,bazhou,bazhou,116.392021,39.117331,0
101090609,130000,河北省,131000,廊坊市,131082,三河,sanhe,sanhe,117.077018,39.982778,0
101090801,130000,河北省,131100,衡水市,131100,衡水,hengshui,hengshui,115.665993,37.735097,1
101090812,130000,河北省,131100,衡水市,131102,桃城,taocheng,taocheng ,115.694945,37.732237,0
101090810,130000,河北省,131100,衡水市,131103,冀州,jizhou,jizhou,115.579173,37.542788,0
101090802,130000,河北省,131100,衡水市,131121,枣强,zaoqiang,zaoqiang,115.726499,37.511512,0
101090803,130000,河北省,131100,衡水市,131122,武邑,wuyi,wuyi,115.892415,37.803774,0
101090804,130000,河北省,131100,衡水市,131123,武强,wuqiang,wuqiang,115.970236,38.03698,0
101090805,130000,河北省,131100,衡水市,131124,饶阳,raoyang,raoyang,115.726577,38.232671,0
101090806,130000,河北省,131100,衡水市,131125,安平,anping,anping,115.519627,38.233511,0
101090807,130000,河北省,131100,衡水市,131126,故城,gucheng,gucheng,115.966747,37.350981,0
101090808,130000,河北省,131100,衡水市,131127,景县,jingxian,jingxian,116.258446,37.686622,0
101090809,130000,河北省,131100,衡水市,131128,阜城,fucheng,fucheng,116.164727,37.869945,0
101090811,130000,河北省,131100,衡水市,131182,深州,shenzhou,shenzhou,115.554596,38.00347,0
101090101,130000,河北省,130100,石家庄市,130100,石家庄,Shijiazhuang,shijiazhuang,114.5214,38.0481,1
101090918,130000,河北省,130500,邢台市,130505,任泽,renxian,renxian,114.684469,37.129952,0
101090907,130000,河北省,130500,邢台市,130506,南和,nanhe,nanhe,114.691377,37.003812,0
101091201,130000,河北省,133100,雄安新区,133100,雄安新区,xionganxinqu,xionganxinqu,115.913086,39.05016,0
101090903,130000,河北省,130500,邢台市,130502,襄都区,Xiangdu District,xiangduqu,114.507131,37.064125,0
101100101,140000,山西省,140100,太原市,140100,太原,Taiyuan,taiyuan,112.549248,37.857014,1
101100107,140000,山西省,140100,太原市,140105,小店,xiaodian,xiaodian,112.564273,37.817974,0
101100108,140000,山西省,140100,太原市,140106,迎泽,yingze,yingze,112.558851,37.855804,0
101100109,140000,山西省,140100,太原市,140107,杏花岭,xinghualing ,xinghualing ,112.560743,37.879291,0
101100106,140000,山西省,140100,太原市,140108,尖草坪,jiancaopingqu,jiancaopingqu,112.487122,37.939893,0
101100110,140000,山西省,140100,太原市,140109,万柏林,wanbailin,wanbailin,112.522258,37.862653,0
101100111,140000,山西省,140100,太原市,140110,晋源,jinyuan,jinyuan,112.477849,37.715619,0
101100102,140000,山西省,140100,太原市,140121,清徐,qingxu,qingxu,112.357961,37.60729,0
101100103,140000,山西省,140100,太原市,140122,阳曲,yangqu,yangqu,112.673818,38.058797,0
101100104,140000,山西省,140100,太原市,140123,娄烦,loufan,loufan,111.793798,38.066035,0
101100105,140000,山西省,140100,太原市,140181,古交,gujiao,gujiao,112.174353,37.908534,0
101100201,140000,山西省,140200,大同市,140200,大同,datong,datong,113.301438,40.090511,1
101100211,140000,山西省,140200,大同市,140212,新荣,xinrong,xinrong,113.141044,40.258269,0
101100230,140000,山西省,140200,大同市,140213,平城,pingcheng,pingcheng,113.304425,40.081998,0
101100231,140000,山西省,140200,大同市,140214,云冈,yungang,yungang,113.1624015,39.996839,0
101100232,140000,山西省,140200,大同市,140215,云州,yunzhou,yunzhou,113.618471,40.04623,0
101100202,140000,山西省,140200,大同市,140221,阳高,yanggao,yanggao,113.749871,40.364927,0
101100204,140000,山西省,140200,大同市,140222,天镇,tianzhen,tianzhen,114.09112,40.421336,0
101100205,140000,山西省,140200,大同市,140223,广灵,guangling,guangling,114.279252,39.763051,0
101100206,140000,山西省,140200,大同市,140224,灵丘,lingqiu,lingqiu,114.23576,39.438867,0
101100207,140000,山西省,140200,大同市,140225,浑源,hunyuan,hunyuan,113.698091,39.699099,0
101100208,140000,山西省,140200,大同市,140226,左云,zuoyun,zuoyun,112.70641,40.012873,0
101100301,140000,山西省,140300,阳泉市,140300,阳泉,yangquan,yangquan,113.583285,37.861188,1
101100330,140000,山西省,140300,阳泉市,140302,城区,chengqu,chengqu,113.583285,37.861188,0
101100304,140000,山西省,140300,阳泉市,140303,矿区,kuangqu,kuangqu,113.559066,37.870085,0
101100305,140000,山西省,140300,阳泉市,140311,郊区,jiaoqu,jiaoqu,113.58664,37.94096,0
101100303,140000,山西省,140300,阳泉市,140321,平定,pingding,pingding,113.631049,37.800289,0
101100302,140000,山西省,140300,阳泉市,140322,盂县,yuxian,yuxian,113.41223,38.086131,0
101100501,140000,山西省,140400,长治市,140400,长治,changzhi,changzhi,113.113556,36.191112,1
101100530,140000,山西省,140400,长治市,140403,潞州,luzhou,luzhou,113.129521,36.209472,0
101100531,140000,山西省,140400,长治市,140404,上党,shangdang,shangdang,113.057416,36.059287,0
101100503,140000,山西省,140400,长治市,140405,屯留,tunliu,tunliu,112.892741,36.314072,0
101100504,140000,山西省,140400,长治市,140406,潞城,lucheng,lucheng,113.223245,36.332233,0
101100505,140000,山西省,140400,长治市,140423,襄垣,xiangyuan,xiangyuan,113.050094,36.532854,0
101100506,140000,山西省,140400,长治市,140425,平顺,pingshun,pingshun,113.438791,36.200202,0
101100502,140000,山西省,140400,长治市,140426,黎城,licheng,licheng,113.387366,36.502971,0
101100511,140000,山西省,140400,长治市,140427,壶关,huguan,huguan,113.206138,36.110938,0
101100509,140000,山西省,140400,长治市,140428,长子,zhangzi,zhangzi,112.884656,36.119484,0
101100507,140000,山西省,140400,长治市,140429,武乡,wuxiang,wuxiang,112.8653,36.834315,0
101100508,140000,山西省,140400,长治市,140430,沁县,qinxian,qinxian,112.70138,36.757123,0
101100510,140000,山西省,140400,长治市,140431,沁源,qinyuan,qinyuan,112.340878,36.500777,0
101100601,140000,山西省,140500,晋城市,140500,晋城,jincheng,jincheng,112.851274,35.497553,1
101100630,140000,山西省,140500,晋城市,140502,城区,chengqu,chengqu,112.8514,35.4976,0
101100602,140000,山西省,140500,晋城市,140521,沁水,qinshui,qinshui,112.187213,35.689472,0
101100603,140000,山西省,140500,晋城市,140522,阳城,yangcheng,yangcheng,112.422014,35.482177,0
101100604,140000,山西省,140500,晋城市,140524,陵川,lingchuan,lingchuan,113.278877,35.775614,0
101100606,140000,山西省,140500,晋城市,140525,泽州,zezhou,zezhou,112.899137,35.617221,0
101100605,140000,山西省,140500,晋城市,140581,高平,gaoping,gaoping,112.930691,35.791355,0
101100901,140000,山西省,140600,朔州市,140600,朔州,shuozhou,shuozhou,112.433387,39.331261,1
101100907,140000,山西省,140600,朔州市,140602,朔城,shuocheng,shuocheng,112.428676,39.324525,0
101100902,140000,山西省,140600,朔州市,140603,平鲁,pinglu,pinglu,112.295227,39.515603,0
101100903,140000,山西省,140600,朔州市,140621,山阴,shanyin,shanyin,112.816396,39.52677,0
101100905,140000,山西省,140600,朔州市,140622,应县,yingxian,yingxian,113.187505,39.559187,0
101100904,140000,山西省,140600,朔州市,140623,右玉,shiyu,youyu,112.465588,39.988812,0
101100906,140000,山西省,140600,朔州市,140681,怀仁,huairen,huairen,113.100512,39.82079,0
101100401,140000,山西省,140700,晋中市,140700,晋中,jinzhong,jinzhong,112.736465,37.696495,1
101100402,140000,山西省,140700,晋中市,140702,榆次,yuci,yuci,112.740056,37.6976,0
101100403,140000,山西省,140700,晋中市,140721,榆社,yushe,yushe,112.973521,37.069019,0
101100404,140000,山西省,140700,晋中市,140722,左权,zuoquan,zuoquan,113.377834,37.079672,0
101100405,140000,山西省,140700,晋中市,140723,和顺,heshun,heshun,113.572919,37.327027,0
101100406,140000,山西省,140700,晋中市,140724,昔阳,xiyang,xiyang,113.706166,37.60437,0
101100407,140000,山西省,140700,晋中市,140725,寿阳,shouyang,shouyang,113.177708,37.891136,0
101100408,140000,山西省,140700,晋中市,140703,太谷,taigu,taigu,112.554103,37.424595,0
101100409,140000,山西省,140700,晋中市,140727,祁县,qixian,qixian,112.330532,37.358739,0
101100410,140000,山西省,140700,晋中市,140728,平遥,pingyao,pingyao,112.174059,37.195474,0
101100411,140000,山西省,140700,晋中市,140729,灵石,lingshi,lingshi,111.772759,36.847469,0
101100412,140000,山西省,140700,晋中市,140781,介休,jiexiu,jiexiu,111.913857,37.027616,0
101100801,140000,山西省,140800,运城市,140800,运城,yuncheng,yuncheng,111.003957,35.022778,1
101100814,140000,山西省,140800,运城市,140802,盐湖,yanhu,yanhu,111.000627,35.025643,0
101100802,140000,山西省,140800,运城市,140821,临猗,linyi,linyi,110.77493,35.141883,0
101100804,140000,山西省,140800,运城市,140822,万荣,wanrong,wanrong,110.843561,35.417042,0
101100808,140000,山西省,140800,运城市,140823,闻喜,wenxi,wenxi,111.220306,35.353839,0
101100803,140000,山西省,140800,运城市,140824,稷山,jishan,jishan,110.978996,35.600412,0
