areacode/城市ID,province_geocode,province,city_geocode,city,district_geocode,district,eng,pinyin,lon,lat,exclude（是否为地级市）
101060301,220000,吉林省,222400,延边朝鲜族自治州,222401,延吉,Yanji,yanji,129.51579,42.906964,0
101060309,220000,吉林省,222400,延边朝鲜族自治州,222402,图们,tumen,tumen,129.846701,42.966621,0
101060302,220000,吉林省,222400,延边朝鲜族自治州,222403,敦化,dunhua,dunhua,128.22986,43.366921,0
101060308,220000,吉林省,222400,延边朝鲜族自治州,222404,珲春,Hunchun,hunchun,130.365787,42.871057,0
101060307,220000,吉林省,222400,延边朝鲜族自治州,222405,龙井,longjing,longjing,129.425747,42.771029,0
101060305,220000,吉林省,222400,延边朝鲜族自治州,222406,和龙,helong,helong,129.008748,42.547004,0
101060304,220000,吉林省,222400,延边朝鲜族自治州,222424,汪清,wangqing,wangqing,129.766161,43.315426,0
101060303,220000,吉林省,222400,延边朝鲜族自治州,222426,安图,antu,antu,128.901865,43.110994,0
101060906,220000,吉林省,220600,白山市,220621,抚松,fusong,fusong,127.4555,42.2277,0
101060101,220000,吉林省,220100,长春市,220100,长春,Changchun,changchun,125.33,43.8229,1
101060404,220000,吉林省,220100,长春市,220184,公主岭,Gongzhuling,gongzhuling,124.817588,43.509474,0
101050114,230000,黑龙江省,230100,哈尔滨市,230102,道里区,daoli district,daoliqu,126.612532,45.762035,0
101050115,230000,黑龙江省,230100,哈尔滨市,230103,南岗区,nangang district,nangangqu,126.652098,45.755971,0
101050116,230000,黑龙江省,230100,哈尔滨市,230104,道外区,daowai district,daowaiqu,126.648838,45.78454,0
101050117,230000,黑龙江省,230100,哈尔滨市,230108,平房区,pingfang district,pingfangqu,126.629257,45.605567,0
101050101,230000,黑龙江省,230100,哈尔滨市,230100,哈尔滨,Harbin,haerbin,126.5421,45.8087,1
101050118,230000,黑龙江省,230100,哈尔滨市,230109,松北区,songbei district,songbeiqu,126.563066,45.814656,0
101050119,230000,黑龙江省,230100,哈尔滨市,230110,香坊区,xiangfang district,xiangfangqu,126.667049,45.713067,0
101050103,230000,黑龙江省,230100,哈尔滨市,230111,呼兰,Hulan,hulan,126.603302,45.98423,0
101050104,230000,黑龙江省,230100,哈尔滨市,230112,阿城,Acheng,acheng,126.972726,45.538372,0
101050102,230000,黑龙江省,230100,哈尔滨市,230113,双城区,shuangcheng district,shuangchengqu,126.308784,45.377942,0
101050106,230000,黑龙江省,230100,哈尔滨市,230123,依兰,yilan,yilan,129.565594,46.315105,0
101050109,230000,黑龙江省,230100,哈尔滨市,230124,方正,fangzheng,fangzheng,128.836131,45.839536,0
101050105,230000,黑龙江省,230100,哈尔滨市,230125,宾县,binxian,binxian,127.48594,45.759369,0
101050107,230000,黑龙江省,230100,哈尔滨市,230126,巴彦,bayan,bayan,127.403602,46.081889,0
101050113,230000,黑龙江省,230100,哈尔滨市,230127,木兰,mulan,mulan,128.042675,45.949826,0
101050108,230000,黑龙江省,230100,哈尔滨市,230128,通河,Tonghe,tonghe,128.747786,45.977618,0
101050110,230000,黑龙江省,230100,哈尔滨市,230129,延寿,yanshou,yanshou,128.331886,45.455648,0
101050111,230000,黑龙江省,230100,哈尔滨市,230183,尚志,shangzhi,shangzhi,127.968539,45.214953,0
101050112,230000,黑龙江省,230100,哈尔滨市,230184,五常,Wuchang,wuchang,127.15759,44.919418,0
101050201,230000,黑龙江省,230200,齐齐哈尔市,230200,齐齐哈尔,Qiqihar,qiqihaer,123.95792,47.342081,1
101050211,230000,黑龙江省,230200,齐齐哈尔市,230202,龙沙,longsha,longsha ,123.957338,47.341736,0
101050212,230000,黑龙江省,230200,齐齐哈尔市,230203,建华,jianhua,jianhua,123.955888,47.354494,0
101050213,230000,黑龙江省,230200,齐齐哈尔市,230204,铁锋,tiefeng,tiefeng,123.973555,47.339499,0
101050214,230000,黑龙江省,230200,齐齐哈尔市,230205,昂昂溪,Ang'angxi District,angangxi,123.813181,47.156867,0
101050215,230000,黑龙江省,230200,齐齐哈尔市,230206,富拉尔基,fulaerji,fulaerji,123.638873,47.20697,0
101050216,230000,黑龙江省,230200,齐齐哈尔市,230207,碾子山,nianzishan district,nianzishan,122.887972,47.51401,0
101050217,230000,黑龙江省,230200,齐齐哈尔市,230208,梅里斯,Meilisi,meilisi,123.754599,47.311113,0
101050203,230000,黑龙江省,230200,齐齐哈尔市,230221,龙江,longjiang,longjiang,123.187225,47.336388,0
101050206,230000,黑龙江省,230200,齐齐哈尔市,230223,依安,yian,yian,125.307561,47.890098,0
101050210,230000,黑龙江省,230200,齐齐哈尔市,230224,泰来,Tailai,tailai,123.41953,46.39233,0
101050204,230000,黑龙江省,230200,齐齐哈尔市,230225,甘南县,gannanxian,gannanxian,123.506034,47.917838,0
101050205,230000,黑龙江省,230200,齐齐哈尔市,230227,富裕,Fuyu,fuyu,124.469106,47.797172,0
101050208,230000,黑龙江省,230200,齐齐哈尔市,230229,克山,Keshan,keshan,125.874355,48.034342,0
101050209,230000,黑龙江省,230200,齐齐哈尔市,230230,克东,kedong,kedong,126.249094,48.03732,0
101050207,230000,黑龙江省,230200,齐齐哈尔市,230231,拜泉,Baiquan,baiquan,126.091911,47.607363,0
101050202,230000,黑龙江省,230200,齐齐哈尔市,230281,讷河,Nehe,nehe,124.882172,48.481133,0
101051101,230000,黑龙江省,230300,鸡西市,230300,鸡西,Jixi,jixi,130.975966,45.300046,1
101051105,230000,黑龙江省,230300,鸡西市,230302,鸡冠区,jiguan district,jiguanqu,130.974374,45.30034,0
101051106,230000,黑龙江省,230300,鸡西市,230303,恒山区,hengshan district,hengshanqu,130.910636,45.213242,0
101051107,230000,黑龙江省,230300,鸡西市,230304,滴道区,didao district,didaoqu,130.846823,45.348812,0
101051108,230000,黑龙江省,230300,鸡西市,230305,梨树区,lishu district,lishuqu ,130.697781,45.092195,0
101051109,230000,黑龙江省,230300,鸡西市,230306,城子河,chengzihe ,chengzihe ,131.010501,45.338248,0
101051110,230000,黑龙江省,230300,鸡西市,230307,麻山,mashan,mashan,130.481126,45.209607,0
101051104,230000,黑龙江省,230300,鸡西市,230321,鸡东,jidong,jidong,131.148907,45.250892,0
101051102,230000,黑龙江省,230300,鸡西市,230381,虎林,Hulin,hulin,132.973881,45.767985,0
101051103,230000,黑龙江省,230300,鸡西市,230382,密山,Mishan,mishan,131.874137,45.54725,0
101051201,230000,黑龙江省,230400,鹤岗市,230400,鹤岗,hegang,hegang,130.277487,47.332085,1
101051204,230000,黑龙江省,230400,鹤岗市,230402,向阳区,xiangyang district,xiangyangqu,130.292478,47.345372,0
101051205,230000,黑龙江省,230400,鹤岗市,230403,工农区,gongnong district,gongnongqu ,130.276652,47.331678,0
101051206,230000,黑龙江省,230400,鹤岗市,230404,南山区,nanshan district,nanshanqu,130.275533,47.31324,0
101051207,230000,黑龙江省,230400,鹤岗市,230405,兴安区,xingan district,xinganqu ,130.236169,47.252911,0
101051208,230000,黑龙江省,230400,鹤岗市,230406,东山区,dongshan district,donshanqu,130.31714,47.337385,0
101051209,230000,黑龙江省,230400,鹤岗市,230407,兴山区,xingshan district,xingshanqu,130.30534,47.35997,0
101051203,230000,黑龙江省,230400,鹤岗市,230421,萝北,luobei,luobei,130.829087,47.577577,0
101051202,230000,黑龙江省,230400,鹤岗市,230422,绥滨,suibin,suibin,131.860526,47.289892,0
101051301,230000,黑龙江省,230500,双鸭山市,230500,双鸭山,shuangyashan,shuangyashan,131.157304,46.643442,1
101051306,230000,黑龙江省,230500,双鸭山市,230502,尖山区,jianshan district,jianshanqu,131.15896,46.642961,0
101051307,230000,黑龙江省,230500,双鸭山市,230503,岭东区,lingdong district,lingdongqu,131.163675,46.591076,0
101051308,230000,黑龙江省,230500,双鸭山市,230505,四方台,sifangtai ,sifangtai,131.333181,46.594347,0
101051309,230000,黑龙江省,230500,双鸭山市,230506,宝山区,baoshan district,baoshanqu,131.404294,46.573366,0
101051302,230000,黑龙江省,230500,双鸭山市,230521,集贤,jixian,jixian,131.13933,46.72898,0
101051303,230000,黑龙江省,230500,双鸭山市,230523,宝清,baoqing,baoqing,132.206415,46.328781,0
101051304,230000,黑龙江省,230500,双鸭山市,230524,饶河,raohe,raohe,134.021162,46.801288,0
101050901,230000,黑龙江省,230600,大庆市,230600,大庆,daqing,daqing,125.11272,46.590734,1
101050906,230000,黑龙江省,230600,大庆市,230602,萨尔图,Sartu District,saertu,125.114643,46.596356,0
101050907,230000,黑龙江省,230600,大庆市,230603,龙凤区,longfeng,longfeng,125.145794,46.573948,0
101050908,230000,黑龙江省,230600,大庆市,230604,让胡路,ranghulu ,ranghulu,124.868341,46.653254,0
101050909,230000,黑龙江省,230600,大庆市,230605,红岗区,honggang district,honggangqu,124.889528,46.403049,0
101050910,230000,黑龙江省,230600,大庆市,230606,大同区,datong district,datongqu,124.818509,46.034304,0
101050903,230000,黑龙江省,230600,大庆市,230621,肇州,Zhaozhou,zhaozhou,125.273254,45.708685,0
101050904,230000,黑龙江省,230600,大庆市,230622,肇源,Zhaoyuan,zhaoyuan,125.081974,45.518832,0
101050902,230000,黑龙江省,230600,大庆市,230623,林甸,lindian,lindian,124.877742,47.186411,0
101050905,230000,黑龙江省,230600,大庆市,230624,杜尔伯特,duerbote,duerbote,124.446259,46.865973,0
101050801,230000,黑龙江省,230700,伊春市,230700,伊春,yichun,yichun,128.899284,47.726851,1
101050830,230000,黑龙江省,230700,伊春市,230717,伊美区,yimei district,yimeiqu,128.913459,47.733954,0
101050806,230000,黑龙江省,230700,伊春市,230726,南岔县,Nancha County,nanchaxian,129.28246,47.137314,0
101050807,230000,黑龙江省,230700,伊春市,230719,友好区,youhao district,youhaoqu,128.838961,47.854303,0
101050809,230000,黑龙江省,230700,伊春市,230718,乌翠区,Wucui District,Wucuiqu,128.671746,47.726228,0
101050812,230000,黑龙江省,230700,伊春市,230751,金林区,Jinlin District,jinlinqu,129.435944,47.41295,0
101050803,230000,黑龙江省,230700,伊春市,230724,丰林县,Fenglin County,fenglinxian,129.245028,48.108204,0
101050814,230000,黑龙江省,230700,伊春市,230723,汤旺县,TangWang County,tangwangxian,129.57224,48.453651,0
101050815,230000,黑龙江省,230700,伊春市,230725,大箐山县,Daqingshan County,Daqingshan,129.021151,47.027532,0
101050805,230000,黑龙江省,230700,伊春市,230722,嘉荫,jiayin,jiayin,130.397684,48.891378,0
101050804,230000,黑龙江省,230700,伊春市,230781,铁力,Tieli,tieli,128.030561,46.985772,0
101050401,230000,黑龙江省,230800,佳木斯市,230800,佳木斯,Jiamusi,jiamusi,130.361634,46.809606,1
101050408,230000,黑龙江省,230800,佳木斯市,230803,向阳区,xiangyang district,xiangyangqu,130.361786,46.809645,0
101050409,230000,黑龙江省,230800,佳木斯市,230804,前进区,qianjin district,qianjinqu,130.377684,46.812345,0
101050410,230000,黑龙江省,230800,佳木斯市,230805,东风区,dongfeng district ,dongfengqu,130.403297,46.822476,0
101050411,230000,黑龙江省,230800,佳木斯市,230811,郊区,jiaoqu,jiaoqu,130.351588,46.80712,0
101050405,230000,黑龙江省,230800,佳木斯市,230822,桦南,huanan,huanan,130.570112,46.240118,0
101050404,230000,黑龙江省,230800,佳木斯市,230826,桦川,huachuan,huachuan,130.723713,47.023039,0
101050402,230000,黑龙江省,230800,佳木斯市,230828,汤原,tangyuan,tangyuan,129.904463,46.730048,0
101050406,230000,黑龙江省,230800,佳木斯市,230881,同江,tongjiang,tongjiang,132.510119,47.651131,0
101050407,230000,黑龙江省,230800,佳木斯市,230882,富锦,Fujin,fujin,132.037951,47.250747,0
101050403,230000,黑龙江省,230800,佳木斯市,230883,抚远,Fuyuan,fuyuan,134.294501,48.364707,0
101051002,230000,黑龙江省,230900,七台河市,230900,七台河,qitaihe,qitaihe,131.015584,45.771266,1
101051001,230000,黑龙江省,230900,七台河市,230902,新兴区,xinxing district,xinxingqu,130.889482,45.794258,0
101051004,230000,黑龙江省,230900,七台河市,230903,桃山区,taoshan district,taoshanqu,131.015848,45.771217,0
101051005,230000,黑龙江省,230900,七台河市,230904,茄子河,qiezihe,qiezihe,131.071561,45.776587,0
101051003,230000,黑龙江省,230900,七台河市,230921,勃利,Boli,boli,130.575025,45.751573,0
101050301,230000,黑龙江省,231000,牡丹江市,231000,牡丹江,Mudanjiang,mudanjiang,129.618602,44.582962,1
101050308,230000,黑龙江省,231000,牡丹江市,231002,东安区,dongan district,donganqu,129.623292,44.582399,0
101050309,230000,黑龙江省,231000,牡丹江市,231003,阳明,yangming,yangming,129.634645,44.596328,0
101050310,230000,黑龙江省,231000,牡丹江市,231004,爱民,aimin,aimin,129.601232,44.595443,0
101050311,230000,黑龙江省,231000,牡丹江市,231005,西安区,xian district,xianqu,129.61311,44.581032,0
101050304,230000,黑龙江省,231000,牡丹江市,231025,林口,linkou,linkou,130.268402,45.286645,0
101050305,230000,黑龙江省,231000,牡丹江市,231081,绥芬河,Suifenhe,suifenhe,131.164856,44.396864,0
101050302,230000,黑龙江省,231000,牡丹江市,231083,海林,Hailin,hailin,129.387902,44.574149,0
101050306,230000,黑龙江省,231000,牡丹江市,231084,宁安,ningan,ningan,129.470019,44.346836,0
101050303,230000,黑龙江省,231000,牡丹江市,231085,穆棱,muling,muling,130.527085,44.91967,0
101050307,230000,黑龙江省,231000,牡丹江市,231086,东宁,dongning,dongning,131.125296,44.063578,0
101050601,230000,黑龙江省,231100,黑河市,231100,黑河,Heihe,heihe,127.499023,50.249585,1
101050607,230000,黑龙江省,231100,黑河市,231102,爱辉,aihui,aihui,127.497639,50.249027,0
101050602,230000,黑龙江省,231100,黑河市,231183,嫩江,Nenjiang,nenjiang,125.229904,49.177461,0
101050604,230000,黑龙江省,231100,黑河市,231123,逊克,xunke,xunke,128.476152,49.582974,0
101050603,230000,黑龙江省,231100,黑河市,231124,孙吴,Sunwu,sunwu,127.327315,49.423941,0
101050606,230000,黑龙江省,231100,黑河市,231181,北安,beian,beian,126.508737,48.245437,0
101050605,230000,黑龙江省,231100,黑河市,231182,五大连池,wudalianchi,wudalianchi,126.197694,48.512688,0
101050501,230000,黑龙江省,231200,绥化市,231200,绥化,Suihua,suihua,126.99293,46.637393,1
101050511,230000,黑龙江省,231200,绥化市,231202,北林,beilin,beilin,126.990665,46.634912,0
101050506,230000,黑龙江省,231200,绥化市,231221,望奎,Wangkui,wangkui,126.484191,46.83352,0
101050507,230000,黑龙江省,231200,绥化市,231222,兰西,lanxi,lanxi,126.289315,46.259037,0
101050508,230000,黑龙江省,231200,绥化市,231223,青冈,Qinggang,qinggang,126.112268,46.686596,0
101050509,230000,黑龙江省,231200,绥化市,231224,庆安,qingan,qingan,127.510024,46.879203,0
101050505,230000,黑龙江省,231200,绥化市,231225,明水,mingshui,mingshui,125.907544,47.183527,0
101050510,230000,黑龙江省,231200,绥化市,231226,绥棱,suiling,suiling,127.111121,47.247195,0
101050503,230000,黑龙江省,231200,绥化市,231281,安达,Anda,anda,125.329926,46.410614,0
101050502,230000,黑龙江省,231200,绥化市,231282,肇东,zhaodong,zhaodong,125.991402,46.069471,0
101050504,230000,黑龙江省,231200,绥化市,231283,海伦,Hailun,hailun,126.969383,47.460428,0
101050701,230000,黑龙江省,232700,大兴安岭地区,232700,大兴安岭,Greater Khingan,daxinganling,124.1194,50.4064,1
101050704,230000,黑龙江省,232700,大兴安岭地区,232721,呼玛,Huma,huma,126.662105,51.726998,0
101050702,230000,黑龙江省,232700,大兴安岭地区,232722,塔河,Tahe,tahe,124.710516,52.335229,0
101050703,230000,黑龙江省,232700,大兴安岭地区,232701,漠河,mohe,mohe,122.5472,52.9794,0
101051305,230000,黑龙江省,230500,双鸭山市,230522,友谊,youyi,youyi,131.8171,46.7756,0
101050731,230000,黑龙江省,232700,大兴安岭地区,232718,加格达奇,Jiagedaqi District,jiagedaqi,124.1262,50.3789,0
101050705,230000,黑龙江省,232700,大兴安岭地区,232764,呼中区,Huzhong,huzhong,123.5883,52.044,0
101050706,230000,黑龙江省,232700,大兴安岭地区,232763,新林区,Xinlin,xinlin,124.4017,51.5793,0
101050707,230000,黑龙江省,232700,大兴安岭地区,232762,松岭区,Songling,songling,124.3072,50.801,0
101020400,310000,上海市,310100,上海市,310101,黄浦,huangpu,huangpu ,121.490317,31.222771,0
101021200,310000,上海市,310100,上海市,310104,徐汇,xujiahui,xujiahui,121.43752,31.179973,0
101021300,310000,上海市,310100,上海市,310105,长宁区,changning district,changningqu,121.4222,31.218123,0
101021400,310000,上海市,310100,上海市,310106,静安,jingan,jingan,121.448224,31.229003,0
101021500,310000,上海市,310100,上海市,310107,普陀区,putuo district,putuoqu,121.392499,31.241701,0
101021600,310000,上海市,310100,上海市,310109,虹口,hongkou,hongkou,121.491832,31.26097,0
101021700,310000,上海市,310100,上海市,310110,杨浦,yangpu,yangpu,121.522797,31.270755,0
101020200,310000,上海市,310100,上海市,310112,闵行,minhang,minhang,121.375972,31.111658,0
101020300,310000,上海市,310100,上海市,310113,宝山,baoshan,baoshan,121.489934,31.398896,0
101020500,310000,上海市,310100,上海市,310114,嘉定,jiading,jiading,121.250333,31.383524,0
101020600,310000,上海市,310100,上海市,310115,浦东新区,Pudong New Area,pudongxinqu,121.567706,31.245944,0
101020700,310000,上海市,310100,上海市,310116,金山,jinshan,jinshan,121.330736,30.724697,0
101020900,310000,上海市,310100,上海市,310117,松江,songjiang,songjiang,121.223543,31.03047,0
101020800,310000,上海市,310100,上海市,310118,青浦,qingpu,qingpu,121.113021,31.151209,0
101021000,310000,上海市,310100,上海市,310120,奉贤,fengxian,fengxian,121.458472,30.912345,0
101021100,310000,上海市,310100,上海市,310151,崇明,chongming,chongming,121.397516,31.626946,0
101020100,310000,上海市,310100,上海市,310100,上海,Shanghai,shanghai,121.4975,31.2431,1
101190101,320000,江苏省,320100,南京市,320100,南京,Nanjing,nanjing,118.7906,32.0478,1
101190108,320000,江苏省,320100,南京市,320102,玄武,xuanwu,xuanwu,118.792199,32.050678,0
101190109,320000,江苏省,320100,南京市,320104,秦淮,qinhuai,qinhuai,118.786088,32.033818,0
101190110,320000,江苏省,320100,南京市,320105,建邺,jianye,jianye,118.732688,32.004538,0
101190111,320000,江苏省,320100,南京市,320106,鼓楼,gulou,gulou,118.769739,32.066966,0
101190107,320000,江苏省,320100,南京市,320111,浦口,Pukou,pukou,118.625307,32.05839,0
101190112,320000,江苏省,320100,南京市,320113,栖霞区,qixiaqu,qixiaqu,118.808702,32.102147,0
101190113,320000,江苏省,320100,南京市,320114,雨花台,yuhuatai,yuhuatai,118.77207,31.995946,0
101190104,320000,江苏省,320100,南京市,320115,江宁,jiangning,jiangning,118.850621,31.953418,0
101190105,320000,江苏省,320100,南京市,320116,六合,luhe,luhe,118.85065,32.340655,0
101190102,320000,江苏省,320100,南京市,320117,溧水,lishui,lishui,119.028732,31.653061,0
101190103,320000,江苏省,320100,南京市,320118,高淳,gaochun,gaochun,118.87589,31.327132,0
101190201,320000,江苏省,320200,无锡市,320200,无锡,wuxi,wuxi,120.301663,31.574729,1
101190204,320000,江苏省,320200,无锡市,320205,锡山,xishan,xishan,120.357298,31.585559,0
101190205,320000,江苏省,320200,无锡市,320206,惠山,huishan,huishan,120.303543,31.681019,0
101190206,320000,江苏省,320200,无锡市,320211,滨湖,binhu,binhu,120.266053,31.550228,0
101190207,320000,江苏省,320200,无锡市,320213,梁溪,liangxi,liangxi,120.296595,31.575706,0
101190208,320000,江苏省,320200,无锡市,320214,新吴,xinwu,xinwu,120.352782,31.550966,0
101190202,320000,江苏省,320200,无锡市,320281,江阴,jiangyin,jiangyin,120.275891,31.910984,0
101190203,320000,江苏省,320200,无锡市,320282,宜兴,yixing,yixing,119.820538,31.364384,0
101190801,320000,江苏省,320300,徐州市,320300,徐州,Xuzhou,xuzhou,117.184811,34.261792,1
101190808,320000,江苏省,320300,徐州市,320302,鼓楼区,gulou district,gulouqu,117.192941,34.269397,0
101190809,320000,江苏省,320300,徐州市,320303,云龙区,yunlongqu,yunlongqu ,117.194589,34.254805,0
101190810,320000,江苏省,320300,徐州市,320305,贾汪,jiawang,jiawang,117.450212,34.441642,0
101190811,320000,江苏省,320300,徐州市,320311,泉山,quanshan,quanshan,117.182225,34.262249,0
101190802,320000,江苏省,320300,徐州市,320312,铜山,tongshan,tongshan,117.183894,34.19288,0
101190803,320000,江苏省,320300,徐州市,320321,丰县,Fengxian,fengxian,116.592888,34.696946,0
101190804,320000,江苏省,320300,徐州市,320322,沛县,peixian,peixian,116.937182,34.729044,0
101190806,320000,江苏省,320300,徐州市,320324,睢宁,suining,suining,117.95066,33.899222,0
101190807,320000,江苏省,320300,徐州市,320381,新沂,xinyi,xinyi,118.345828,34.368779,0
101190805,320000,江苏省,320300,徐州市,320382,邳州,pizhou,pizhou,117.963923,34.314708,0
101191101,320000,江苏省,320400,常州市,320400,常州,Changzhou,changzhou,119.946973,31.772752,1
101191105,320000,江苏省,320400,常州市,320402,天宁,tianning,tianning,119.963783,31.779632,0
101191106,320000,江苏省,320400,常州市,320404,钟楼,zhonglou,zhonglou,119.948388,31.78096,0
101191107,320000,江苏省,320400,常州市,320411,新北区,xinbei district,xinbeiqu,119.974654,31.824664,0
101191104,320000,江苏省,320400,常州市,320412,武进,wujin,wujin,119.958773,31.718566,0
101191103,320000,江苏省,320400,常州市,320413,金坛,jintan,jintan,119.573395,31.744399,0
101191102,320000,江苏省,320400,常州市,320481,溧阳,liyang,liyang,119.487816,31.427081,0
101190401,320000,江苏省,320500,苏州市,320500,苏州,Suzhou,suzhou,120.619585,31.299379,1
101190406,320000,江苏省,320500,苏州市,320505,虎丘,huqiu,huqiu,120.566833,31.294845,0
101190405,320000,江苏省,320500,苏州市,320506,吴中,wuzhong,wuzhong,120.624621,31.270839,0
101190409,320000,江苏省,320500,苏州市,320507,相城,xiangcheng,xiangcheng,120.618956,31.396684,0
101190410,320000,江苏省,320500,苏州市,320508,姑苏,Gusu,gusu,120.622249,31.311414,0
101190407,320000,江苏省,320500,苏州市,320509,吴江,wujiang,wujiang,120.641601,31.160404,0
101190402,320000,江苏省,320500,苏州市,320581,常熟,Changshu,changshu,120.74852,31.658156,0
101190403,320000,江苏省,320500,苏州市,320582,张家港,zhangjiagang,zhangjiagang,120.543441,31.865553,0
101190404,320000,江苏省,320500,苏州市,320583,昆山,kunshan,kunshan,120.958137,31.381925,0
101190408,320000,江苏省,320500,苏州市,320585,太仓,taicang,taicang,121.112275,31.452568,0
101190501,320000,江苏省,320600,南通市,320600,南通,Nantong,nantong,120.864608,32.016212,1
101190509,320000,江苏省,320600,南通市,320612,通州区,tongzhou district,tongzhouqu,121.073171,32.084287,0
101190504,320000,江苏省,320600,南通市,320623,如东,rudong,rudong,121.186088,32.311832,0
101190507,320000,江苏省,320600,南通市,320681,启东,qidong,qidong,121.659724,31.810158,0
101190503,320000,江苏省,320600,南通市,320682,如皋,rugao,rugao,120.566324,32.391591,0
101190502,320000,江苏省,320600,南通市,320685,海安,haian,haian,120.465995,32.540289,0
101191001,320000,江苏省,320700,连云港市,320700,连云港,lianyungang,lianyungang,119.178821,34.600018,1
101191007,320000,江苏省,320700,连云港市,320703,连云,lianyun ,lianyun ,119.347378,34.763261,0
101191006,320000,江苏省,320700,连云港市,320706,海州,haizhou,haizhou,119.179793,34.601584,0
101191003,320000,江苏省,320700,连云港市,320707,赣榆,ganyu,ganyu,119.128774,34.839154,0
101191002,320000,江苏省,320700,连云港市,320722,东海,donghai,donghai,118.766489,34.522859,0
101191004,320000,江苏省,320700,连云港市,320723,灌云,guanyun,guanyun,119.255741,34.298436,0
101191005,320000,江苏省,320700,连云港市,320724,灌南,guannan,guannan,119.352331,34.092553,0
101190901,320000,江苏省,320800,淮安市,320800,淮安,huaian,huaian,119.021265,33.597506,1
101190908,320000,江苏省,320800,淮安市,320803,淮安区,huaian district,huaianqu,119.14634,33.507499,0
101190906,320000,江苏省,320800,淮安市,320804,淮阴,huaiyin,huaiyin,119.020817,33.622452,0
101190907,320000,江苏省,320800,淮安市,320812,清江浦,qingjiangpu,qingjiangpu,119.0297127,33.55272593,0
101190904,320000,江苏省,320800,淮安市,320813,洪泽,hongze,hongze,118.867875,33.294975,0
101190905,320000,江苏省,320800,淮安市,320826,涟水,lianshui,lianshui,119.266078,33.771308,0
101190903,320000,江苏省,320800,淮安市,320830,盱眙,xuyi,xuyi,118.493823,33.00439,0
101190902,320000,江苏省,320800,淮安市,320831,金湖,jinhu,jinhu,119.016936,33.018162,0
101190710,320000,江苏省,320900,盐城市,320902,亭湖,tinghu,tinghu,120.136078,33.383912,0
101190709,320000,江苏省,320900,盐城市,320903,盐都,yandu,yandu,120.139753,33.341288,0
101190708,320000,江苏省,320900,盐城市,320904,大丰,dafeng,dafeng,120.470324,33.199531,0
101190702,320000,江苏省,320900,盐城市,320921,响水,xiangshui,xiangshui,119.579573,34.19996,0
101190703,320000,江苏省,320900,盐城市,320922,滨海,binhai,binhai,119.828434,33.989888,0
101190704,320000,江苏省,320900,盐城市,320923,阜宁,funing,funing,119.805338,33.78573,0
101190705,320000,江苏省,320900,盐城市,320924,射阳,sheyang,sheyang,120.257444,33.773779,0
101190706,320000,江苏省,320900,盐城市,320925,建湖,jianhu,jianhu,119.793105,33.472621,0
101190707,320000,江苏省,320900,盐城市,320981,东台,Dongtai,dongtai,120.314101,32.853174,0
101190601,320000,江苏省,321000,扬州市,321000,扬州,yangzhou,yangzhou,119.421003,32.393159,1
101190607,320000,江苏省,321000,扬州市,321002,广陵,guangling,guangling ,119.442267,32.392154,0
101190606,320000,江苏省,321000,扬州市,321003,邗江,hanjiang,hanjiang,119.397777,32.377899,0
101190605,320000,江苏省,321000,扬州市,321012,江都,jiangdu,jiangdu,119.567481,32.426564,0
101190602,320000,江苏省,321000,扬州市,321023,宝应,Baoying,baoying,119.321284,33.23694,0
101190603,320000,江苏省,321000,扬州市,321081,仪征,yizheng,yizheng,119.182443,32.271965,0
101190604,320000,江苏省,321000,扬州市,321084,高邮,gaoyou,gaoyou,119.443842,32.785164,0
101190301,320000,江苏省,321100,镇江市,321100,镇江,Zhenjiang,zhenjiang,119.452753,32.204402,1
101190306,320000,江苏省,321100,镇江市,321102,京口,jingkou ,jingkou,119.454571,32.206191,0
101190307,320000,江苏省,321100,镇江市,321111,润州,runzhou,runzhou,119.414877,32.213501,0
101190305,320000,江苏省,321100,镇江市,321112,丹徒,dantu,dantu,119.433883,32.128972,0
101190302,320000,江苏省,321100,镇江市,321181,丹阳,danyang,danyang,119.581911,31.991459,0
101190303,320000,江苏省,321100,镇江市,321182,扬中,yangzhong,yangzhong,119.828054,32.237266,0
101190304,320000,江苏省,321100,镇江市,321183,句容,jurong,jurong,119.167135,31.947355,0
101191201,320000,江苏省,321200,泰州市,321200,泰州,taizhou,taizhou,119.915176,32.484882,1
101191206,320000,江苏省,321200,泰州市,321202,海陵,hailing,hailing,119.920187,32.488406,0
101191207,320000,江苏省,321200,泰州市,321203,高港,gaogang,gaogang,119.88166,32.315701,0
101191204,320000,江苏省,321200,泰州市,321204,姜堰,jiangyan,jiangyan,120.148208,32.508483,0
101191202,320000,江苏省,321200,泰州市,321281,兴化,xinghua,xinghua,119.840162,32.938065,0
101191205,320000,江苏省,321200,泰州市,321282,靖江,jingjiang,jingjiang,120.26825,32.018168,0
101191203,320000,江苏省,321200,泰州市,321283,泰兴,taixing,taixing,120.020228,32.168784,0
101191301,320000,江苏省,321300,宿迁市,321300,宿迁,suqian,suqian,118.275162,33.963008,1
101191306,320000,江苏省,321300,宿迁市,321302,宿城,sucheng,sucheng,118.278984,33.937726,0
101191305,320000,江苏省,321300,宿迁市,321311,宿豫,suyu,suyu,118.330012,33.941071,0
101191302,320000,江苏省,321300,宿迁市,321322,沭阳,shuyang,shuyang,118.775889,34.129097,0
